ID,Epic ID,Epic Name,Persona,User Story,Acceptance Criteria,Priority,Source,Assumptions,Uncertainty Level
US-0404,E04,Credenciamento de Estabelecimentos,Administrador da Plataforma (Dataprev),"Como Administrador da Plataforma, quero que cada submissão crie um registro do estabelecimento na base nacional unificada com status controlado, para centralizar a fiscalização e permitir consulta pelas adquirentes.","Dado que um estabelecimento submete o credenciamento, Quando o registro é criado, Então ele nasce com status 'pendente' na base nacional unificada, identificado por CNPJ; Dado que o CNPJ já existe na base, Quando ocorre nova submissão, Então o sistema atualiza o registro existente em vez de duplicar; Dado que o status muda, Quando qualquer transição ocorre, Então a máquina de estado impede transições inválidas",High,".discovery-context.md L257,L403,L409 (registro pendente na base nacional unificada; gestão de cadastro no portal)",Base unificada reside na org dedicada (candidata a ADR de residência).,Confirmed
US-0405,E04,Credenciamento de Estabelecimentos,Administrador da Plataforma (Dataprev),"Como Administrador da Plataforma, quero rotinas automáticas que validem CNPJ ativo e CNAE compatível com venda de alimentação, para aprovar automaticamente os casos simples e reduzir análise manual.","Dado que um credenciamento entra em análise, Quando as rotinas rodam, Então o sistema verifica CNPJ ativo e CNAE compatível com alimentação/refeição; Dado que todas as validações automáticas passam, Quando não há exceção, Então o caso segue o fluxo automatizado; Dado que uma validação falha, Quando a rotina conclui, Então o registro é marcado para transbordo humano com o motivo da falha",High,".discovery-context.md L244 (CNPJ ativo, CNAE compatível, regularidade sanitária); L481 (validação de estabelecimentos)",Integração com fonte de CNPJ/CNAE via MuleSoft; regularidade sanitária depende de dado externo (ver US-0409).,Confirmed
US-0406,E04,Credenciamento de Estabelecimentos,Analista MTE,"Como Analista MTE, quero uma fila de análise onde avalio documento a documento marcando Válido ou Inválido com motivo, para instruir o parecer de credenciamento com rastreabilidade.","Dado que existem credenciamentos que caíram em transbordo, Quando abro minha fila, Então vejo os casos pendentes priorizados; Dado que abro um caso, Quando avalio cada documento, Então posso marcar 'Válido' ou 'Inválido' e, se inválido, registrar o motivo obrigatório; Dado que marco documentos, Quando salvo, Então cada decisão é registrada com autor e data-hora na trilha de auditoria",High,".discovery-context.md L257,L262,L400,L409 (análise pelo MTE, item a item, gestão no portal)",Epic define análise doc-a-doc pelo Analista MTE; papel legal de aprovar/descredenciar permanece com a facilitadora (ver US-0413/US-0414).,Confirmed
US-0407,E04,Credenciamento de Estabelecimentos,Analista MTE,"Como Analista MTE, quero emitir um parecer de Deferido, Exigência complementar ou Indeferido, para concluir formalmente a análise do credenciamento.","Dado que avaliei os documentos de um caso, Quando emito parecer 'Deferido', Então o registro avança para aprovação/credenciamento; Dado que emito 'Exigência complementar', Quando confirmo, Então o estabelecimento é notificado com as pendências e o caso aguarda reenvio; Dado que emito 'Indeferido', Quando confirmo, Então o registro fica indeferido com motivo e o estabelecimento é notificado",High,".discovery-context.md L257,L262 (análise e decisão sobre o credenciamento)",Fluxo de parecer alinhado ao desenho do epic; workflow de aprovação como máquina de estado.,Confirmed
US-0408,E04,Credenciamento de Estabelecimentos,Analista MTE,"Como Analista MTE, quero que apenas as exceções da validação automática cheguem à minha fila (transbordo humano), para concentrar o esforço nos casos que realmente exigem análise.","Dado que um credenciamento passa em todas as validações automáticas, Quando não há exceção, Então ele NÃO entra na fila do analista e segue automatizado; Dado que uma validação automática falha ou exige julgamento (ex.: licença sanitária), Quando a rotina conclui, Então o caso é roteado para transbordo humano; Dado que um caso está em transbordo, Quando o abro, Então vejo o motivo que disparou o transbordo",High,.discovery-context.md L244 (fluxo automatizado com exceções); epic (transbordo humano),Critérios exatos de transbordo a refinar com o MTE.,Confirmed
US-0409,E04,Credenciamento de Estabelecimentos,Administrador da Plataforma (Dataprev),"Como Administrador da Plataforma, quero registrar a data de validade da licença de vigilância sanitária como parâmetro mínimo comum, para controlar a vigência sem depender de uma base municipal unificada inexistente.","Dado que o estabelecimento envia a licença sanitária, Quando o registro é criado, Então o campo obrigatório 'data de validade' é armazenado; Dado que a data de validade está no passado, Quando o sistema avalia, Então a licença é considerada vencida e bloqueia o credenciamento ativo; Dado que existem 5000+ padrões municipais de licença, Quando não há campos estruturados adicionais, Então o sistema opera apenas com a data de validade como mínimo comum",High,".discovery-context.md L262,L386,L392 (licença sanitária com prazo; sem base unificada; validade como parâmetro)","Sem base nacional de vigilância sanitária; integração direta com órgãos sanitários é ideal futuro, não garantido na Fase 1.",Confirmed
US-0410,E04,Credenciamento de Estabelecimentos,Estabelecimento,"Como Estabelecimento, quero que a IA extraia automaticamente alguns campos da minha licença sanitária (como a data de validade), para reduzir digitação e erros no cadastro.","Dado que faço upload da licença sanitária, Quando a IA processa o documento, Então ela sugere a data de validade e demais campos extraíveis; Dado que a IA extrai um campo, Quando reviso, Então posso confirmar ou corrigir o valor antes de submeter; Dado que a IA não consegue extrair um campo, Quando o documento é ilegível/não padronizado, Então o sistema solicita o preenchimento manual",Low,.discovery-context.md L262 (IA pode extrair alguns campos); epic (IA extraction of license fields),Capacidade e escopo da extração por IA sobre 5000+ padrões municipais ainda não validados; humano sempre revisa.,Assumed
US-0411,E04,Credenciamento de Estabelecimentos,Estabelecimento,"Como Estabelecimento, quero receber alertas antes do vencimento de documentos e licenças, para renovar a tempo e não perder o credenciamento.","Dado que uma licença/documento tem data de validade cadastrada, Quando faltar o prazo configurado (ex.: 30 dias) para vencer, Então o sistema envia alerta ao estabelecimento; Dado que a data de validade expira, Quando não houve renovação, Então o sistema gera alerta de vencimento e sinaliza o registro; Dado que renovo o documento, Quando a nova validade é aceita, Então os alertas daquele documento são encerrados",High,".discovery-context.md L387,L392 (portal avisa vencimento de licença; alertas de renovação)","Canal de alerta (portal, e-mail, WhatsApp) a confirmar; janela de antecedência configurável.",Confirmed
US-0412,E04,Credenciamento de Estabelecimentos,Estabelecimento,"Como Estabelecimento, quero renovar minha licença/documentos pelo portal quando estiverem próximos do vencimento, para manter meu credenciamento ativo.","Dado que meu documento está próximo do vencimento ou vencido, Quando acesso o portal, Então vejo a opção de renovar e substituir o documento; Dado que envio o documento renovado com nova data de validade, Quando submeto, Então o registro entra em revisão conforme as regras (automática ou transbordo); Dado que a renovação é aceita, Quando concluída, Então o status volta a ativo/credenciado e a nova validade passa a valer",High,".discovery-context.md L386,L392 (estabelecimento entra para renovar licença vencida)",Renovação reutiliza o mesmo fluxo de validação/análise do credenciamento inicial.,Confirmed
US-0413,E04,Credenciamento de Estabelecimentos,Facilitadora,"Como Facilitadora, quero aprovar o credenciamento do estabelecimento (papel legal de custódia), para autorizar formalmente sua operação após a análise.","Dado que um credenciamento recebeu parecer favorável, Quando acesso o caso, Então posso registrar a aprovação formal em nome do meu papel legal; Dado que aprovo, Quando confirmo, Então o estabelecimento passa a 'credenciado' e é notificado de que pode aceitar cartões; Dado que a aprovação ocorre, Quando é registrada, Então autor, data-hora e justificativa ficam na trilha de auditoria",High,".discovery-context.md L244,L246 (facilitadora mantém responsabilidade legal de credenciar); epic",Divisão exata de responsabilidade Analista MTE (análise) vs Facilitadora (ato legal) ainda em discussão com o Ministério.,Confirmed
US-0414,E04,Credenciamento de Estabelecimentos,Facilitadora,"Como Facilitadora, quero descredenciar um estabelecimento (ex.: por perda de licença ou irregularidade), para retirá-lo do programa de forma rastreável.","Dado que identifico irregularidade ou vencimento não renovado, Quando descredencio o estabelecimento, Então informo o motivo obrigatório; Dado que o descredenciamento é confirmado, Quando salvo, Então o status na base nacional unificada muda para 'descredenciado' e passa a refletir nas consultas das adquirentes; Dado que o descredenciamento ocorre, Quando é registrado, Então autor, motivo e data-hora ficam na trilha de auditoria",High,".discovery-context.md L244,L392,L400 (descredenciamento por facilitadora/MTE; vigilância sanitária cria motivo)",MTE também deseja poder de descredenciar via sistema de gestão; papel entre MTE e facilitadora a definir.,Confirmed
US-0415,E04,Credenciamento de Estabelecimentos,Adquirente (via API),"Como Adquirente (via API), quero consultar por CNPJ se um estabelecimento está credenciado e apto, para só processar transações de vale alimentação/refeição de estabelecimentos válidos.","Dado que possuo token válido (client credentials), Quando consulto a base por CNPJ, Então recebo o status de credenciamento (credenciado/descredenciado/pendente) do estabelecimento; Dado que um estabelecimento foi descredenciado, Quando consulto após a atualização, Então o retorno reflete o novo status para eu bloquear a venda; Dado que envio token inválido ou excedo o rate limit, Quando chamo a API, Então recebo erro apropriado e a chamada é negada",High,".discovery-context.md L306,L309,L331,L481,L482 (adquirente consulta base por CNPJ antes de processar; token/rate limit)",Fronteira com E05 (integração técnica); atualização pode ser online ou batch (D+n) — periodicidade a confirmar.,Confirmed
US-0416,E04,Credenciamento de Estabelecimentos,Auditor MTE,"Como Auditor MTE, quero uma trilha de auditoria completa de todo o ciclo de credenciamento, para atender exigências de LGPD, TCU e CGU e responder a fiscalizações.","Dado que qualquer decisão ocorre (documento válido/inválido, parecer, aprovação, descredenciamento), Quando o evento é gravado, Então a trilha registra autor, ação, data-hora e motivo; Dado que dados sensíveis (ex.: CPF) transitam, Quando são gravados nos logs, Então aparecem mascarados; Dado que preciso auditar um estabelecimento, Quando consulto seu histórico, Então vejo a linha do tempo completa e imutável das decisões",High,".discovery-context.md L67,L162,L436,L438,L478 (auditoria TCU/CGU/ANPD; CPF mascarado; observabilidade)",Retenção e imutabilidade da trilha conforme requisitos regulatórios a especificar.,Confirmed
US-0417,E04,Credenciamento de Estabelecimentos,Estabelecimento,"Como Estabelecimento, quero uma área no portal para ver o status do meu credenciamento e gerenciar meus dados e documentos, para acompanhar minha situação sem abrir chamados.","Dado que estou logado, Quando acesso 'Meu cadastro', Então vejo se estou credenciado, pendente ou descredenciado e o motivo quando aplicável; Dado que quero atualizar dados, Quando edito informações permitidas, Então as alterações são registradas e, se necessário, disparam nova análise; Dado que tenho documentos com validade, Quando abro a área de documentos, Então vejo cada documento, sua data de validade e status",Medium,".discovery-context.md L257,L302,L409 (parte do portal para visualização/gestão do estabelecimento)",Portal do estabelecimento não exibe repasses financeiros na Fase 1 (fica com adquirente).,Confirmed
US-0418,E04,Credenciamento de Estabelecimentos,Administrador da Plataforma (Dataprev),"Como Administrador da Plataforma, quero uma carga inicial dos estabelecimentos hoje mantidos pelas facilitadoras, marcando-os como 'migrado', para popular a base nacional unificada sem exigir recadastro imediato de ~800 mil estabelecimentos.","Dado que recebo os arquivos das facilitadoras consolidados, Quando executo a carga inicial, Então os estabelecimentos entram na base com marcação 'migrado' e status credenciado; Dado que se trata de dado migrado, Quando a carga ocorre, Então nenhum batimento/validação é aplicado (entrada direta conforme decisão do MTE); Dado que a carga conclui, Quando reconcilio, Então tenho contagem de registros carregados, rejeitados e duplicados por CNPJ",High,".discovery-context.md L380 (carga inicial das tabelas das facilitadoras, marcado migrado, sem batimento)",Formato final do arquivo único e processo de extração das facilitadoras ainda indefinidos.,Assumed
US-0419,E04,Credenciamento de Estabelecimentos,Estabelecimento,"Como Estabelecimento, quero atender a uma 'Exigência complementar' reenviando ou corrigindo o que foi apontado, para retomar a análise sem recomeçar o credenciamento do zero.","Dado que meu parecer foi 'Exigência complementar', Quando acesso o caso, Então vejo exatamente quais pendências devo resolver; Dado que reenvio os documentos/informações solicitados, Quando submeto, Então o caso retorna à fila de análise no ponto de exigência, preservando o histórico anterior; Dado que não atendo a exigência no prazo configurado, Quando o prazo expira, Então o sistema sinaliza o caso conforme a regra definida (ex.: alerta ao analista)",Medium,".discovery-context.md L262 (parecer com exigência; item a item, em elaboração com o Ministério)",Prazo de atendimento da exigência e consequência do não atendimento a definir com o MTE.,Assumed
US-0501,E05,Integração Corporativa (MuleSoft),Desenvolvedor/integrador,"Como desenvolvedor/integrador, quero estruturar a camada de integração em API-led connectivity (System, Process e Experience APIs) no Anypoint Platform, para que cada sistema externo seja desacoplado da lógica de orquestração e do consumo pelos portais.","Dado o Anypoint Platform provisionado, Quando o projeto de integração é iniciado, Então existem três camadas nomeadas — System APIs (1 por sistema de origem), Process APIs (orquestração de negócio) e Experience APIs (consumo por Experience Cloud/Agentforce); Dado uma nova integração, Quando ela é criada, Então segue o padrão de camadas sem que a Experience API acesse diretamente uma System API; Dado o Anypoint Exchange, Quando uma API é publicada, Então seu contrato (RAML/OAS) fica versionado e reutilizável",High,"discovery-context 00 (MuleSoft in-scope, 600-700 facilitadoras justificam API) [KB: salesforce-revenue-cloud-marketplace-arch.md:36-52]",Anypoint Platform licenciado e disponível no ambiente Dataprev,Confirmed
US-0502,E05,Integração Corporativa (MuleSoft),Desenvolvedor/integrador,"Como desenvolvedor/integrador, quero gerir e monitorar as APIs pelo API Manager, para aplicar políticas de segurança e observar tráfego de forma centralizada.","Dado uma API publicada, Quando aplico uma policy (client-id enforcement, rate limit, logging), Então ela passa a vigorar sem redeploy do código; Dado tráfego em produção, Quando consulto o API Manager, Então vejo métricas de latência, throughput e erros por API; Dado um consumidor não registrado, Quando ele chama a API, Então a chamada é rejeitada pela policy",High,discovery-context 00; [KB: salesforce-revenue-cloud-marketplace-arch.md:36-52] (API Manager),,Confirmed
US-0503,E05,Integração Corporativa (MuleSoft),Desenvolvedor/integrador,"Como desenvolvedor/integrador, quero um framework mock-first (mocking service / MUnit) para cada sistema ainda sem Swagger, para que o desenvolvimento e os testes do marketplace não fiquem bloqueados pela ausência de contratos reais.","Dado um sistema sem contrato publicado, Quando defino sua System API, Então existe um mock que responde com payloads representativos e códigos de erro simulados; Dado o mock ativo, Quando os times de Experience/Core consomem a API, Então o comportamento é indistinguível do futuro serviço real do ponto de vista do contrato; Dado um cenário de teste, Quando executo o MUnit, Então o mock cobre casos de sucesso e falha",High,discovery-context 00 (mocks/simulações enquanto integração real é construída; sem Swagger hoje),Mock-first é obrigatório enquanto Swaggers/contratos não são disponibilizados,Assumed
US-0504,E05,Integração Corporativa (MuleSoft),Desenvolvedor/integrador,"Como desenvolvedor/integrador, quero uma estratégia contract-first que permita trocar o mock pela integração real assim que o Swagger chegar, para minimizar retrabalho quando os contratos forem disponibilizados.","Dado que um Swagger real é recebido, Quando substituo o backend do mock pela implementação real, Então nenhum consumidor da API precisa alterar sua chamada; Dado divergência entre o mock e o contrato real, Quando comparo os schemas, Então o diff é reportado explicitamente; Dado a troca, Quando executo a suíte de testes, Então os testes de contrato passam contra o serviço real",Medium,discovery-context 00 (conhecimento das APIs em tempo de projeto),"Contratos reais chegarão durante o projeto, não antes do kick-off",Assumed
US-0505,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero autenticar consumidores externos (facilitadoras, adquirente) via client credentials flow com connected app de escopo restrito, para que cada integrador acesse apenas os recursos autorizados.","Dado um integrador aprovado, Quando ele solicita um token com client_id/secret, Então recebe um access token com escopo limitado aos endpoints contratados; Dado um token com escopo restrito, Quando o consumidor tenta um endpoint fora do escopo, Então recebe 403; Dado credenciais inválidas, Quando o token é solicitado, Então a plataforma responde 401 sem vazar detalhes",High,"E05 (client credentials flow, connected app com escopo restrito)",Machine-to-machine (server-to-server); facilitadoras/adquirente não usam login gov.br,Confirmed
US-0506,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero validar o token de acesso em cada chamada aplicando rate limit por consumidor, para proteger os backends soberanos contra abuso e picos (ex.: fechamento de mês).","Dado um consumidor autenticado, Quando ele excede o limite de requisições configurado, Então recebe 429 com header de retry; Dado um token expirado ou revogado, Quando é apresentado, Então a chamada é rejeitada com 401; Dado o pico de fechamento de mês, Quando muitas facilitadoras chamam simultaneamente, Então o rate limit protege os sistemas de origem sem derrubar a plataforma",High,E05 (validação de token com rate limit); discovery-context 02 (pico de recargas no fechamento de mês),,Confirmed
US-0507,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero cachear resultados de validação de token e consultas idempotentes de baixa volatilidade, para reduzir latência e carga sobre os sistemas de origem.","Dado uma validação de token recente, Quando a mesma requisição chega dentro do TTL, Então a validação usa o cache em vez de reprocessar; Dado dado sensível (CPF de-tokenizado), Quando avalio o que cachear, Então esse dado NÃO é armazenado em cache; Dado expiração do TTL, Quando nova chamada chega, Então o cache é revalidado contra a origem",Medium,E05 (cache); ADR 0005 (dado sensível),Política de cache não pode reter CPF em claro,Assumed
US-0508,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero realizar a de-tokenização do CPF em runtime dentro do perímetro soberano (MuleSoft on-premise, ADR 0005), para que o CPF em claro nunca transite nem seja persistido fora da infraestrutura Dataprev/gov.","Dado um payload com CPF tokenizado saindo da nuvem, Quando ele atravessa a camada MuleSoft on-premise, Então a de-tokenização ocorre apenas dentro do perímetro soberano; Dado o CPF de-tokenizado, Quando a chamada ao sistema de origem termina, Então o CPF em claro não é logado nem persistido na nuvem; Dado uma auditoria, Quando se rastreia o fluxo do CPF, Então o ponto único de de-tokenização é o MuleSoft on-premise",High,"ADR 0005 (MuleSoft on-premise, ponto de de-tokenização do CPF, perímetro soberano); discovery-context 00 (LGPD, residência nacional de dados)",,Confirmed
US-0509,E05,Integração Corporativa (MuleSoft),Desenvolvedor/integrador,"Como desenvolvedor/integrador, quero implantar os runtimes MuleSoft on-premise na infra Dataprev/gov (ADR 0005), para que a camada de integração opere dentro do perímetro soberano e conecte a nuvem aos sistemas internos.","Dado a decisão ADR 0005, Quando os runtimes são provisionados, Então executam on-premise na infra Dataprev, gerenciados via Anypoint (control plane) mas com o dado no perímetro soberano; Dado a nuvem Salesforce, Quando ela precisa de um sistema interno, Então a chamada passa obrigatoriamente pela camada on-premise; Dado o deploy, Quando um runtime é atualizado, Então não há tráfego de dado sensível para fora do perímetro",High,"ADR 0005 (MuleSoft on-premise, perímetro soberano)",Infra on-premise Dataprev disponível para hospedar os runtimes,Confirmed
US-0510,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero uma System API para o Novo PAT operando em modo mock-first (o Novo PAT hoje não tem API), para desbloquear o desenvolvimento das validações de situação cadastral desde já.","Dado que o Novo PAT não expõe API hoje, Quando defino sua System API, Então ela responde via mock com contratos representativos; Dado o mock, Quando o Core consulta situação de beneficiária/facilitadora, Então recebe status simulados (regular/irregular/pendente); Dado que a API real do Novo PAT seja disponibilizada, Quando substituo o backend, Então o contrato exposto permanece estável",High,E05 (Novo PAT HOJE NÃO TEM API — mock-first obrigatório); discovery-context 00,Novo PAT sem API/Swagger no início do projeto,Assumed
US-0511,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero validar via Novo PAT a situação regular (cadastro obrigatório) de beneficiárias e facilitadoras, para que apenas participantes em situação regular operem no marketplace.","Dado um CNPJ de beneficiária, Quando consulto o Novo PAT, Então recebo a situação cadastral (regular/irregular/pendente) e a data da última atualização; Dado situação irregular, Quando a beneficiária tenta publicar cotação, Então a operação é bloqueada com mensagem clara; Dado indisponibilidade do Novo PAT, Quando a consulta falha, Então o comportamento de fallback é definido (não aprovar silenciosamente)",High,discovery-context 00 (marketplace integra-se ao Novo PAT para validar situação regular),Regra de bloqueio por irregularidade a confirmar com MTE,Assumed
US-0512,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero obter do INIS PJ / Kinis PJ os dados de origem do termo de aceite (nº de trabalhadores por faixa salarial e estrutura matriz/filial), para alimentar a base de contratação e cotação (E02).","Dado um CNPJ com termo de aceite, Quando consulto o INIS PJ, Então recebo o número de trabalhadores por faixa salarial e a relação matriz/filial; Dado a resposta, Quando ela é entregue ao Core, Então os dados são associados à beneficiária correta (matriz vs filial); Dado ausência de termo de aceite, Quando consulto, Então a resposta indica claramente que não há aceite vigente",High,"E05 (INIS PJ/Kinis PJ origem do termo de aceite — nº trabalhadores por faixa salarial e matriz/filial, E02)",Contrato INIS PJ não disponível — mock-first até o Swagger,Assumed
US-0513,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero integrar identidade e autenticação via GOV.BR/Geride, para suportar login das beneficiárias com procuração digital no portal (E01).","Dado um usuário no portal, Quando ele clica 'Entrar com gov.br', Então a autenticação ocorre via OpenID Connect e retorna a identidade validada; Dado o CPF autenticado, Quando consulto o Geride, Então recebo as empresas que o CPF tem procuração para representar; Dado nenhuma procuração válida, Quando o usuário loga, Então nenhuma empresa é apresentada para seleção",High,discovery-context 01 (login gov.br + representar empresa via procuração); [KB: salesforce-revenue-cloud-marketplace-arch.md:38] (gov.br via OpenID Connect),Geride é a fonte da relação CPF↔empresas (procuração digital),Assumed
US-0514,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero enviar à CTPS Digital a 'expectativa de crédito' ao trabalhador (apenas monitoramento na Fase 1), para notificar o trabalhador de forma análoga ao aviso de crédito do FGTS.","Dado um crédito processado para uma folha, Quando o evento é gerado, Então uma notificação de expectativa de crédito é enviada à CTPS Digital (sem gestão de saldo); Dado a Fase 1, Quando avalio o escopo, Então é apenas envio/monitoramento — não há débito, gestão de saldo nem transação financeira via CTPS; Dado indisponibilidade da CTPS, Quando o envio falha, Então o evento entra em reprocessamento sem impactar o crédito",Medium,"discovery-context 00 (notificação ao trabalhador via CTPS Digital, modelo similar ao FGTS — aviso de crédito, não gestão de saldo); E05 (só monitoramento na Fase 1)",Contrato CTPS Digital não disponível — mock-first; escopo Fase 1 limitado a notificação,Assumed
US-0515,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero uma System API para o eSocial em modo mock-first, para preparar o consumo de dados trabalhistas/vínculos assim que o contrato real for disponibilizado.","Dado o eSocial sem contrato disponível, Quando defino sua System API, Então ela responde via mock com payloads representativos; Dado o mock, Quando o Core consulta vínculos, Então recebe dados simulados coerentes com o modelo canônico; Dado o Swagger real do eSocial, Quando substituo o backend, Então os consumidores não precisam mudar",Medium,E05 (eSocial); discovery-context 00 (integração eSocial),Escopo exato do consumo de eSocial na Fase 1 a confirmar,Assumed
US-0516,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero uma System API para o SDC em modo mock-first, para desbloquear a integração dependente do SDC sem esperar o contrato real.","Dado o SDC sem contrato disponível, Quando defino sua System API, Então ela responde via mock; Dado o mock, Quando um processo de negócio consome o SDC, Então recebe respostas simuladas de sucesso e erro; Dado o contrato real do SDC, Quando substituo o backend, Então o contrato exposto permanece estável",Medium,E05 (SDC),Papel do SDC no fluxo a confirmar com Dataprev; mock-first,Assumed
US-0517,E05,Integração Corporativa (MuleSoft),Gateway,"Como gateway/banco custódia, quero receber da plataforma a boletagem com split e o valor a pagar, para gerar o boleto registrado da folha em conta custódia de banco público.","Dado uma folha aprovada, Quando a plataforma envia a boletagem, Então o payload contém o valor total, o detalhe do split (repasse à facilitadora + taxa MTE/Dataprev) e os identificadores da conta custódia; Dado o envio, Quando o gateway processa, Então valida a consistência do split (soma das partes = total); Dado split inconsistente, Quando é recebido, Então a boletagem é rejeitada com erro descritivo",High,"discovery-context 00 (boleto/split, conta custódia banco público); E05 (boletagem com split e valor a pagar)",Contrato do gateway/banco não disponível — mock-first; regra de split reside na plataforma,Assumed
US-0518,E05,Integração Corporativa (MuleSoft),Gateway,"Como gateway/banco custódia, quero devolver à plataforma o boleto registrado, para que a beneficiária possa efetuar o pagamento e a plataforma acompanhe o status.","Dado uma boletagem aceita, Quando o gateway registra o boleto, Então devolve à plataforma o identificador, a linha digitável/código e a data de vencimento; Dado o boleto registrado, Quando a plataforma o recebe, Então o vincula ao contrato/folha de origem; Dado falha no registro, Quando o gateway responde, Então a plataforma marca a boletagem como não registrada e sinaliza para reprocessamento",High,E05 (devolve boleto registrado); discovery-context 00 (boleto Bolex/Pix),Mock-first até contrato do gateway,Assumed
US-0519,E05,Integração Corporativa (MuleSoft),Gateway,"Como plataforma, quero consumir as movimentações bancárias do gateway em batch incremental via agendamento (ADR 0003), para conciliar pagamentos e split sem depender de webhooks em tempo real.","Dado a decisão ADR 0003, Quando o job agendado dispara, Então consome apenas as movimentações novas desde o último checkpoint (incremental); Dado o batch recebido, Quando é processado, Então cada movimentação é associada ao boleto/folha correspondente; Dado o agendamento, Quando o job roda, Então respeita a janela configurada e registra o horário/checkpoint da última execução",High,ADR 0003 (movimentações bancárias em BATCH INCREMENTAL via AGENDAMENTO),Push/webhook em tempo real fora da Fase 1 — batch agendado é a decisão,Assumed
US-0520,E05,Integração Corporativa (MuleSoft),Sistema/plataforma,"Como plataforma, quero garantir idempotência e controle de checkpoint no batch incremental de movimentações, para que reprocessamentos não dupliquem lançamentos na conciliação financeira.","Dado uma movimentação já processada, Quando ela reaparece em um batch, Então não é lançada em duplicidade; Dado uma falha no meio do batch, Quando o job reexecuta, Então retoma a partir do último checkpoint confirmado; Dado o processamento concluído, Quando o checkpoint é atualizado, Então a atualização é atômica em relação aos registros consumidos",High,ADR 0003 (batch incremental); lógica financeira sensível (discovery-context riscos),Cada movimentação possui identificador único estável fornecido pelo gateway,Assumed
US-0521,E05,Integração Corporativa (MuleSoft),Facilitadora [API],"Como facilitadora, quero consultar via endpoint um pull das demandas/leilões (cotações) abertos na vigência, para captar oportunidades e decidir sobre o envio de propostas.","Dado cotações abertas dentro do prazo, Quando a facilitadora chama o endpoint de consulta, Então recebe a lista de demandas abertas com nº de funcionários, valor, UF e prazo; Dado uma cotação fora da vigência/prazo, Quando a consulta é feita, Então ela não aparece na lista; Dado a Fase 1, Quando avalio o modelo, Então é pull (a facilitadora consulta) — push é roadmap futuro",High,E05 (EXPOSIÇÃO DE ENDPOINT DE CONSULTA das demandas/leilões abertos — pull na Fase 1; push é roadmap futuro),,Confirmed
US-0522,E05,Integração Corporativa (MuleSoft),Facilitadora [API],"Como facilitadora, quero enviar minhas propostas (Quotes) via API para uma cotação aberta, para participar do leilão reverso sem operar por portal manual.","Dada uma cotação aberta, Quando a facilitadora envia uma proposta com taxas e recursos, Então a plataforma a associa à cotação e confirma o recebimento com um identificador; Dada uma cotação já encerrada/fora do prazo, Quando a facilitadora tenta enviar, Então a proposta é rejeitada com motivo; Dado um payload inválido (campos obrigatórios ausentes), Quando é recebido, Então a plataforma retorna erro de validação detalhado",High,E05 (recepção de Quotes/propostas); discovery-context 00 (facilitadoras enviam propostas com taxas padronizadas),Estrutura da proposta segue os recursos obrigatórios/UF do protótipo de cotação,Assumed
US-0523,E05,Integração Corporativa (MuleSoft),Facilitadora [API],"Como facilitadora, quero receber a folha e devolver o processado + o valor apurado via API, para fechar o ciclo financeiro da folha contratada.","Dado um contrato ativo com folha enviada, Quando a facilitadora consulta/recebe a folha, Então obtém a relação de empregados e valores no layout padronizado; Dado o processamento concluído, Quando a facilitadora devolve o resultado, Então informa status por registro e o valor total apurado; Dado divergência entre o valor devolvido e o esperado, Quando a plataforma recebe, Então sinaliza a inconsistência para tratamento antes da boletagem",High,E05 (devolução de processado+valor); discovery-context 00 (facilitadora processa e agenda crédito; BPMN Folha de Pagamento),Layout padronizado de folha definido em E02/E-financeiro; mock-first até contrato,Assumed
US-0524,E05,Integração Corporativa (MuleSoft),Facilitadora [API],"Como facilitadora, quero (roadmap futuro) receber push de notificação de novas demandas, para reagir mais rápido do que no modelo pull da Fase 1.","Dado a Fase 1, Quando avalio o escopo, Então push NÃO está incluído (apenas pull); Dado o roadmap, Quando push for priorizado, Então uma facilitadora poderá registrar um endpoint/callback para receber notificações de novas demandas; Dado o design Fase 1, Quando construo o endpoint de consulta, Então ele não impede a evolução para push (não cria dependência que bloqueie)",Low,E05 (push é roadmap futuro),Push explicitamente fora da Fase 1,Assumed
